"識別碼","店家名稱","城市","行政區","地址","電話","營業時間","核對狀態","來源網址","來源更新時間","擷取時間","網頁核對時間"
"Restaurant_395000000A_008051","府城食府正宗台南料理","臺南市","安平區","臺南市安平區華平路152號","(06)2951000","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:32:39+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_008102","小葉布丁","臺南市","安平區","臺南市安平區安平路630號","(06)2222511","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2025-03-28T13:38:09+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_008128","周氏豆花","臺南市","安平區","臺南市安平區安平路137號","(06)2238773","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:48:05+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_008133","八寶彬圓仔惠","臺南市","安平區","臺南市安平區安平路784號","(06)2218877","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:50:50+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_008136","南泉冰菓室","臺南市","安平區","臺南市安平區安平路270號","(06)3506666","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:48:08+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_008137","藤喜家冰淇淋","臺南市","安平區","臺南市安平區安平路788號","0982088655","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:30:01+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_008334","加南一作","臺南市","安平區","臺南市安平區運河路23巷23弄3號","0931713718","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T16:08:09+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_008335","密密一鍋","臺南市","中西區","臺南市中西區府前路一段245號","(06)2156567","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T16:08:11+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000018","七股 / 龍門客棧餐廳(獲選參加2010台灣美食展特色餐廳)","臺南市","七股區","臺南市七股區中寮里8-41號（七股鹽山光復國小旁）","(06)7800658","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2021-06-28T09:37:11+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000019","田媽媽長盈海味屋","臺南市","北門區","臺南市北門區慈安里三寮灣484號","0917549736","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2023-05-09T13:45:21+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000074","福隆餐廳(獲選參加2010台灣美食展特色餐廳)","臺南市","北門區","臺南市北門區永隆區港北37號","(06)7861588","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2021-03-29T13:49:23+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000110","安南區 / 東香台菜海鮮餐廳(獲選參加2010台灣美食展特色餐廳)","臺南市","安南區","臺南市安南區安中路六段217號","(06)2573888","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-01-13T11:55:28+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000113","鹽鄉民宿餐廳","臺南市","北門區","臺南市北門區永華里井仔腳57號","(06)7862643","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2023-09-20T10:03:29+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000162","北門嶼輕食風味餐","臺南市","北門區","臺南市北門區永隆里北門3號之5","(06)7860303","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2023-09-20T10:03:49+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000310","北門阿善師蚵嗲","臺南市","北門區","臺南市北門區北門村永隆宮廟前","0980688869","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-03-04T14:08:21+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000311","三寮灣秀碧蚵嗲","臺南市","北門區","臺南市北門區慈安里三寮灣489號 (東隆宮廟前榕樹下)","0908503797","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2024-04-11T17:06:38+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000312","馬沙溝吳家蚵嗲","臺南市","將軍區","臺南市將軍區91之1號","0919756748","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-03-04T12:00:03+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000313","青鯤鯓秀里蚵嗲","臺南市","將軍區","臺南市將軍區鯤溟里鯤溟100號","(06)7920886","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-03-04T11:58:28+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000314","青鯤鯓古早味蚵嗲","臺南市","將軍區","臺南市將軍區鯤鯓里 3-6 號","(06)7920871","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-03-04T11:57:24+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000315","青鯤鯓尚好味蚵嗲","臺南市","將軍區","臺南市將軍區95號 (青鯤鯓派出所旁)","(06)7920969","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-03-04T11:55:54+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000316","青鯤鯓美人蚵嗲","臺南市","將軍區","臺南市將軍區鯤鯓里226號","0933598802","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-01-11T12:00:39+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000317","龍山阿宗蚵嗲蚵仔麵線","臺南市","七股區","臺南市七股區龍山村209-9號","(06)7873293","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2020-04-07T09:48:08+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000318","龍山樂腳王蚵嗲","臺南市","七股區","臺南市七股區龍山里 91 號","0929800049","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-01-11T11:57:26+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000319","龍山廟口蚵嗲","臺南市","七股區","臺南市七股區龍山里龍山宮廟埕","0916390858","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-01-11T11:56:31+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000320","七股三不等蚵嗲","臺南市","七股區","臺南市七股區七股村 2-1 號","(06)7871224","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-01-11T11:43:41+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000321","永吉蔡家古早味蚵嗲","臺南市","七股區","臺南市七股區永吉里 1-1 號","0927475698","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2020-08-06T11:19:07+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000322","三股橋頭蚵嗲","臺南市","七股區","臺南市七股區三股橋頭海產街","0989101936","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2020-08-06T11:03:16+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000323","三股橋頭姐妹蚵嗲","臺南市","七股區","臺南市七股區三股橋頭海產街 ( 四季海產對面 )","0911628885","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2020-08-06T10:37:48+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000324","三股橋頭61線蚵嗲","臺南市","七股區","臺南市七股區三股橋頭海產街","0919757129","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-01-11T11:28:51+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000325","三股橋頭阿國七股蚵嗲","臺南市","七股區","臺南市七股區三股橋頭海產街","0925085979","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-03-04T11:24:41+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000328","蚵寮阿滿熱炒店蚵仔煎","臺南市","北門區","臺南市北門區保吉里蚵寮 287 號","(06)7863008","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-01-06T14:19:14+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000329","南鯤鯓吳記燒酒螺","臺南市","北門區","臺南市北門區南鯤鯓代天府入口右邊紅綠燈下","(06)7863307","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2020-08-04T15:01:43+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000331","三股肉粽","臺南市","七股區","臺南市七股區三股里 29 號","(06)7881646","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2020-08-04T13:38:34+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000336","三股海鮮麵","臺南市","七股區","臺南市七股區三股里 17-2 號 ( 龍德宮廟前 )","(06)7861000","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-03-04T10:25:29+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000337","家鄉傳統美味海鮮麵","臺南市","安南區","臺南市安南區城西街一段 9 號 ( 菜市場對面 )","0986036434","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-01-06T11:50:22+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000339","蘆竹溝陽春麵","臺南市","北門區","臺南市北門區三光里蘆竹溝 300 號","(06)7850367","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2020-07-23T11:27:08+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000340","土城郭家鱔魚意麵","臺南市","安南區","臺南市安南區城北里城北路 39-1 號","(06)2572988","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-01-06T11:29:07+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000343","土城仔讚伯手工包子饅頭","臺南市","安南區","臺南市安南區城北里城北路 4 號","(06)2572577","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-01-06T11:16:27+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000346","土城仔新厝魠魚羹","臺南市","安南區","臺南市安南區安中路6段446號之16","0986021198","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2020-07-22T14:12:45+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000347","土城仔魚肚清虱目魚肚湯","臺南市","安南區","臺南市安南區安中路 6 段 486-3 號","0981064491","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2020-07-22T11:01:42+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000355","北門豆花","臺南市","北門區","臺南市北門區北門村永隆里44號(永隆宮前廣場)","(06)7861901","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-03-04T09:43:20+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000356","南鯤鯓豆花伯豆花","臺南市","將軍區","臺南市將軍區將富里 48-18 號 ( 將軍 7-11 對面 )","(06)7941271","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-01-05T14:35:29+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000357","媽祖宮阿娥豆花","臺南市","安南區","臺南市安南區顯宮里媽祖宮路 228 號","(06)2841783","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-01-05T14:34:51+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000360","蚵寮圓仔湯","臺南市","北門區","臺南市北門區蚵寮保安宮廟前廣場","0934302800","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2020-07-21T14:57:47+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000361","國寶土豆豬腳","臺南市","安南區","臺南市安南區公學路七段 162-21 號","0911170481","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-01-05T10:56:05+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000362","國姓土豆豬腳","臺南市","安南區","臺南市安南區安明路四段","(06)2577397","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-03-04T09:27:34+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000364","北門五王橋烤地瓜","臺南市","北門區","臺南市北門區「台 17 線」道路急水溪五王大橋北端橋頭","(06)7863903","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2020-07-21T11:54:22+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000365","七股莊記炭烤地瓜","臺南市","七股區","臺南市七股區七股里 ( 七股 7-11 前 )","0934303098","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2020-07-21T10:59:45+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011100H_000495","亮哥生態風味體驗養殖場","臺南市","學甲區","臺南市學甲區平和里西平寮67-40號","0921517619","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2023-03-08T09:50:14+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011200H_000040","密枝果農之家","臺南市","楠西區","臺南市楠西區密枝里6號","(06)5750035","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-08-18T15:51:32+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011200H_000042","六甲黑輪伯(黑輪將)","臺南市","六甲區","臺南市六甲區六甲國中","0934083756","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-08-18T15:34:39+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011200H_000043","大鋤花間咖啡生態農場","臺南市","東山區","臺南市東山區高原109-17號","(06)6864350","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-08-18T15:31:55+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011200H_000048","瑪莎園-景觀庭園咖啡餐廳","臺南市","玉井區","臺南市玉井區沙田里25-66號","(06)5746809","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-08-18T15:57:58+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011200H_000049","玉井有間冰舖芒果冰","臺南市","玉井區","臺南市玉井區中正路154號","(06)5742869","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-08-18T15:41:55+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_A15011200H_000069","良賓山海產店","臺南市","六甲區","臺南市六甲區中華路18號","(06)6982839","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-08-18T15:43:40+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
